Items Vigentes - Automoviles ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datos Generales de la Póliza,,,,,,Asegurado,,,Detalle del Vehículo,,,,,,,,,,,,,,,Intermediarios,,,,Accesorios y Coberturas,
Cia,Poliza,IDPoliza,Estado Poliza,Vigencia Desde,Vigencia Hasta,Asegurado,Conductor Asignado,Nro Documento,Patente,Marca,Modelo,Año,0 KM,Motor,Chasis,CodReferencia,Procedencia,Combustible,Tipo Uso,Rastreo Satelital,Cobertura,Cobertura Det,Suma Asgurada,Productor,Agente,SubAgente,Ejecutivo,Accesorios,Cob. Adicionales
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,DESMALEZADORA DESMALEZADORA,2013,NO,A/D,614*RIE614,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,FRESADORA DE PAVIMENTO FRESADORA DE PAVIMENTO,2013,NO,22084767,613*08101385,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,IMPLEMENTO AGRICOLA IMPLEMENTO AGRICOLA,2000,NO,AD,162*RIE162,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MAQUINA MAQUINA,2010,NO,B8STRTTON18.5,647*RIM647,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MAQUINA MAQUINA,2014,NO,B&STRATTON 18.5,802*RIM802,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MAQUINA VIAL MAQUINA VIAL,2000,NO,AD,371*RIE371,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MAQUINA VIAL MAQUINA VIAL,2014,NO,A/D,971*RIM871,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MINICARGADORA MINICARGADORA,2008,NO,AD,522*RIM522,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MOTOCOMPRESOR MOTOCOMPRESOR,1987,NO,PA4212488,081*687001184,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MOTOCOMPRESOR MOTOCOMPRESOR,1994,NO,4PA2034203,106*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MOTONIVELADORA MOTONIVELADORA,1997,NO,45500044,110*27464,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MOTONIVELADORA MOTONIVELADORA,2001,NO, 971163,V126*10Y00604,0,,Diesel,Comercial,NO,, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,MOTONIVELADORA MOTONIVELADORA,2001,NO,971206,V125*10Y00605,0,,Diesel,Comercial,NO,, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,PALA CARGADORA PALA CARGADORA,1993,NO,198199,098*N123BRC,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,PALA CARGADORA PALA CARGADORA,1993,NO,7198198,099*N122BRC,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,PALA CARGADORA PALA CARGADORA,1993,NO,7198202,100*N124BRC,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,PALA CARGADORA PALA CARGADORA,1998,NO,7414666,112*1779BRC,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,PALA CARGADORA PALA CARGADORA,2000,NO,AD,151*RIE151,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,RASTRA DE DIENTES RASTRA DE DIENTES,2000,NO,AD,155*RIE155,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,RASTRA DE DISCOS RASTRA DE DISCOS,2000,NO,AD,150*RIE150,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,RETROEXCAVADOR RETROEXCAVADOR,1994,NO,B484778Z,102*T70010442,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,RETROEXCAVADOR RETROEXCAVADOR,1994,NO,B4847797,101*T70010437,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,RETROEXCAVADOR RETROEXCAVADOR,1999,NO,26230699,116*FCY1564,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,SEMBRADORA SEMBRADORA,2012,NO,-,A/D*SERIE191201,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TANQUE CISTERNA TANQUE CISTERNA,1994,NO,AD,134*RIE134,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TANQUE CISTERNA TANQUE CISTERNA,2000,NO,A/D,127*RIE127,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TANQUE REGADOR TANQUE REGADOR,2008,NO,-,432*RIE432,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TOPADORA TOPADORA,1980,NO,3010950,071*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,1965,NO,3922104934,025*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,1993,NO,AD,244*28670793244,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,1994,NO,AD,226*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,1995,NO,AD,250*RV250,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,1999,NO,AD,216*RV216,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2000,NO,AD,238*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2001,NO,AD,200*RV200,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2004,NO,AD,379*RV349,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2005,NO,154E1CDD0041104ZE,386*425001,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2005,NO,A/D,378*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2005,NO,AD,376*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2005,NO,AD,409*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2006,NO,AD,412*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2006,NO,AD,414*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2006,NO,AD,432*RV432,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2006,NO,BSTRATON,046*RIM046,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRACTOR TRACTOR,2012,NO,18HP,731*RIM731,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRAILER TRAILER,1992,NO,AD,107*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRAILER TRAILER,1999,NO,A/D,115*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,TRAILER TRAILER,2000,NO,AD,372*RIE372,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,ZANJADORA ZANJADORA,2000,NO,A/D,153*RIE153,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,GENERICO,ZANJADORA ZANJADORA,2000,NO,AD,152*RIE152,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,JOHN DEERE,570 570,1978,NO,1232,364*002256J,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,JOHN DEERE,JOHN DEERE JOHN DEERE,1981,NO,306817RG,074*BA350548T,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,JOHN DEERE,JOHN DEERE JOHN DEERE,1993,NO,D409920,093*CC790809,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,JOHN DEERE,JOHN DEERE JOHN DEERE,1993,NO,D412769,092*DA791407,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,JOHN DEERE,JOHN DEERE JOHN DEERE,1993,NO,T403948,094*X540068,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,JOHN DEERE,JOHN DEERE JOHN DEERE,1993,NO,T404640,095*BX540168,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,JOHN DEERE,JOHN DEERE JOHN DEERE,2005,NO,AD,397*LT150397,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,MASSEY FERGUSON,1465 1465,2000,NO,581905C,119*68861,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,MASSEY FERGUSON,MASSEY FERGUSON MASSEY FERGUSON,1968,NO,20010,029*2175032437,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,MASSEY FERGUSON,MASSEY FERGUSON MASSEY FERGUSON,1986,NO,PA4208497,079*2173054402,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,MASSEY FERGUSON,MASSEY FERGUSON MASSEY FERGUSON,1993,NO,JDA102143X,090*2173064477,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,MASSEY FERGUSON,MASSEY FERGUSON MASSEY FERGUSON,1993,NO,JDA102146,091*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,MASSEY FERGUSON,MASSEY FERGUSON MASSEY FERGUSON,1993,NO,JDA102156X,089*A/D,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,MASSEY FERGUSON,MASSEY FERGUSON MASSEY FERGUSON,1993,NO,JDA102158,088*64476,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,PEUGEOT,PARTNER PATA. 1.6HDI VTC PLUS L/10 PARTNER PATA. 1.6HDI VTC PLUS L/10,2014,NO,10JBED0030150,623*8ADGJ9HJCEG532924,32596,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,RENAULT,KANGOO.2 1.6.EX.1 PLC CON.    L/14 KANGOO.2 1.6.EX.1 PLC CON.    L/14,2014,NO,K4MJ730Q134308,A/D*8A1FC1315EL326810,36731,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,RENAULT,KANGOO.2 1.6.EX.1 PLC CON.    L/14 KANGOO.2 1.6.EX.1 PLC CON.    L/14,2014,NO,K4MJ730Q134499,A/D*8A1FC1315EL325740,36731,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,A/D,VIGNA,"TRAILER LARGO 8,40 MTS X ANCHO 2,40 MTS X ALTURA 2,3 MTS ",2015,NO,,*RI:V 647 MOVIL DE LA MUJER,0,,,Particular,NO,4, RESPONSABILIDAD CIVIL LIMITADA,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,, RESPONSABILIDAD CIVIL LIMITADA: $0.00 Tasa: 0.000
PROVINCIA SEGUROS S.A.,7301100,34171027,VIGENTE,31/12/2014,31/12/2015, MUNICIPALIDAD DE BAHIA BLANCA,,0,AFP01,MASSEY FERGUSON,MASSEY FERGUSON MASSEY FERGUSON,2001,NO,09B610762,123*290044646,0,,Diesel,,,A, Responsabilidad Civil hacia Terceros,0,HBO Broker,HBO Organismos Oficiales.,Municipalidad de Bahia Blanca ,,,
